"Response_ID","Date_submitted","Last_page","Start_language","Date_started","Date_last_action","IP_address","Referrer_URL","Which_part_of_the_NHS_do_you_mainly_work_in?","Which_part_of_the_NHS_do_you_mainly_work_in?_[Other]","What_is_your_main_job/role_within_the_NHS?","What_is_your_main_job/role_within_the_NHS?_[Other]","Can_you_access_WiFi_in_your_place_of_NHS_work?","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_my_own_device_(BYOD)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_a_work-provided_device]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_requires_login_on_a_web_page_after_device_connects_to_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_have_access_to_EduRoam,_the_academic_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_is_provided_by_a_commercial_service_(WiFispark,_BT_OpenZone,_The_Cloud_etc)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_is_free]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_works_in_most_areas_of_my_workplace_that_I_need_it_to.]","Please_provide_some_further_information:_[WiFi_access_is_only_for_work_devices_and_I_haven't_been_provided_with_one]","Please_provide_some_further_information:_[WiFi_isn't_required_-_internet_and_clinical_record_access_via_Desktop_PCs_is_sufficient]","Please_provide_some_further_information:_[There_are_no_WiFi_networks_at_all]","Please_provide_some_further_information:_[There_is_a_good_mobile_data_signal_(ie_3G,_4G)_in_my_place_of_work]","Please_provide_some_further_information:_[Other]","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?_-_comment","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Medical_knowledge_resources]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Personal_email]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Trust_Intranet_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Work_email/NHSMail]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Mobile_electronic_medical_record_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Order_tests_for_patients]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Getting_results_of_patients'_tests]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Patients'_demographic_details_&_location_tracking]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Social_Media/Social_Networking]","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:_[Other]","OPTIONAL:_What_is_the_postcode_of_the_NHS_organisation_at_which_you_do_most_of_your_work?","OPTIONAL:_do_you_have_any_comments_on_WiFi_access_for_staff_or_patients_in_the_NHS?","Total_time","Group_time:_WiFi_in_your_Workplace","Question_time:_NHSSECTOR","Question_time:_JOBROLE","Question_time:_YESNOWIFI","Question_time:_YESWIFI","Question_time:_NOWIFI","Question_time:_CAREQUALITY","Question_time:_DOWITHWIFI","Question_time:_Q0009","Question_time:_POSTCODE","Question_time:_COMMENTS"
"691","2014-09-19 10:18:47","1","en","2014-09-19 10:01:39","2014-09-19 10:18:47","194.176.105.144","","Other","Administration","Administrative Staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","Yes","No","No","","I am not sure what effect access to WiFi would have","","I can do this already","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","No WiFi for patients or visitors","","","For staff it may be helpful.  For patients, it might get in the way given that most electronic access takes precedence over everything else, treatment and care notwithstanding. Also, WIFI devices may interfere with hospital equipment.","732.83","","","","","","","","","","",""
"1090","2014-09-22 12:18:00","1","en","2014-09-22 12:14:46","2014-09-22 12:18:00","194.176.105.153","http://bawmedical.co.uk/lime/index.php/696915","Secondary Care / Hospital","","Other Clinical staff","","Yes","No","Yes","No","No","No","No","No","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","I don't need to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","WiFi for patients and visitors is free without registration","","IP4 5PD","","193.27","","","","","","","","","","",""
"1197","2014-09-24 16:29:10","1","en","2014-09-24 16:25:44","2014-09-24 16:29:10","194.176.105.141","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Primary Care / GP","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","","Access to WiFi  would improve the care I provide","would enable access to mobile services for home visiting. However, in terms of day to day work, have access to own computer so generally WIFI not an issue","I can do this already","I can do this already","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","No WiFi for patients or visitors","","NE11 9AD","would be extremely useful to be able to access WIFI when visiting other sites. For my CCIO role visit a number of hospitals and other sites and cannot access WIFI which does hinder my ability to deliver non-clinical work effectively and efficiently","206.35","","","","","","","","","","",""
"1088","2014-09-22 12:09:01","1","en","2014-09-22 12:06:51","2014-09-22 12:09:01","143.210.247.121","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","IT Professional","","Yes","No","Yes","No","Yes","No","No","Yes","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","I can do this already","I want to be able to do this","I can do this already","I can do this already","I want to be able to do this","I don't need to do this","I don't need to do this","I want to be able to do this","I want to be able to do this","WiFi for patients and visitors is open but chargeable/non-free","","","","131.45","","","","","","","","","","",""
"1196","2014-09-24 16:29:05","1","en","2014-09-24 16:25:38","2014-09-24 16:29:05","5.68.122.97","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I want to be able to do this","I don't need to do this","I don't need to do this","No WiFi for patients or visitors","","","We have shockingly bad internet access, let alone wifi! Ancient computers & operating systems and blocked access to many educational websites. I am mainly dependent on 3G via my mobile but the signal throughout the hospital is variable ","206.56","","","","","","","","","","",""
"1195","2014-09-24 16:32:10","1","en","2014-09-24 16:24:23","2014-09-24 16:32:10","82.34.167.46","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","At my hospital patients get wifi access via trust number, employees do not. Annoying!","I am not sure what effect access to WiFi would have","Have to be honest and state the main benefit to me would be in work life balance - so I could access ebay when bids actually close, and message my partner during the day.
The main benefit I would find would be in unblocking PC internet access so I can actually look at surgery videos and other learning sites the blockage fairies dislike. SO frustrating, especially when you are preparing teaching and cannot access the resources.","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","WiFi for patients and visitors is free with registration","","BS2 8HW","","212.93","","","","","","","","","","",""
"1084","2014-09-22 11:58:37","1","en","2014-09-22 11:56:11","2014-09-22 11:58:37","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","Yes","Yes","No","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I don't need to do this","I can do this already","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","WiFi for patients and visitors is free without registration","","","","145.46","","","","","","","","","","",""
"1082","2014-09-22 11:47:46","1","en","2014-09-22 11:44:56","2014-09-22 11:47:46","194.176.105.133","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other","Librarian","Yes","Yes","No","No","No","No","No","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","","","170.25","","","","","","","","","","",""
"1081","2014-09-22 11:36:28","1","en","2014-09-22 11:33:30","2014-09-22 11:36:28","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Administrative Staff","","Yes","Yes","No","Yes","No","Yes","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I don't need to do this","I can do this already","I want to be able to do this","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","SL2 4HL","","177.5","","","","","","","","","","",""
"1080","2014-09-22 11:31:29","1","en","2014-09-22 11:30:00","2014-09-22 11:31:29","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Nurse","","Yes","Yes","No","No","No","Yes","Yes","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I can do this already","WiFi for patients and visitors is free with registration","","","","88.77","","","","","","","","","","",""
"1079","2014-09-22 11:27:48","1","en","2014-09-22 11:22:00","2014-09-22 11:27:48","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Administrative Staff","","Yes","Yes","No","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I want to be able to do this","WiFi for patients and visitors is free with registration","","SL2 4HL","","348.51","","","","","","","","","","",""
"1192","2014-09-24 16:23:03","1","en","2014-09-24 16:20:55","2014-09-24 16:23:03","194.176.105.153","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","Yes","Yes","No","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","I am not sure what effect access to WiFi would have","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I want to be able to do this","No WiFi for patients or visitors","","PR7 1PP","","128.28","","","","","","","","","","",""
"1191","2014-09-24 16:22:50","1","en","2014-09-24 16:19:34","2014-09-24 16:22:50","62.255.241.85","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Other","Patient services","Administrative Staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","Yes","","Access to WiFi would have no effect","","I don't need to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I can do this already","I can do this already","I don't need to do this","Other","not a patient area","rg15an","There is wi fi but asks for an access cose this has never openly been given to me.I have not asked for it either.","196.18","","","","","","","","","","",""
"728","2014-09-19 10:45:35","1","en","2014-09-19 10:37:02","2014-09-19 10:45:35","81.158.86.104","http://t.co/fJWFfM2Z7Y","Community Services","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","Access to WiFi  would improve the care I provide","Real-time access to tablets and wifi would allow much greater engagement with patients - teaching them to manage their own condition and would also facilitate the systematic collection of robust patient-relevant outcome measures for every patient.","I want to be able to do this","I don't need to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","No WiFi for patients or visitors","","EH3","In NHS Lothian, the biggest barrier to tablet and wifi use appears to be data security and protection. 
NHS Lothian currently have a stance that blocks the use of tablets and wifi with patients. 
I strongly believe that each situation needs to be assessed for risk of breech of data security rather than the current blanket 'no' use of tablets 'no' wifi with patients policy.","512.01","","","","","","","","","","",""
"1076","2014-09-22 11:29:43","1","en","2014-09-22 11:04:32","2014-09-22 11:29:43","Invalid","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Administrative Staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi would have no effect","","I don't need to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't know","","M13 9WL","","1510.26","","","","","","","","","","",""
"1075","2014-09-22 11:15:11","1","en","2014-09-22 11:02:43","2014-09-22 11:15:11","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","Yes","No","No","","I am not sure what effect access to WiFi would have","","I want to be able to do this","I don't need to do this","I can do this already","I can do this already","I want to be able to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","WiFi for patients and visitors is free with registration","","SL2 4HL","","747.19","","","","","","","","","","",""
"1540","2014-10-24 10:47:06","1","en","2014-10-24 10:42:10","2014-10-24 10:47:06","194.176.105.138","http://bawmedical.co.uk/lime/index.php/696915","Community Services","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","Access to WiFi  would improve the care I provide","I'd have access to info.  Where I work all IT access is awfull, you give up some days.","","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","","No WiFi for patients or visitors","","CV11","","296.22","","","","","","","","","","",""
"1072","2014-09-22 10:48:38","1","en","2014-09-22 10:42:05","2014-09-22 10:48:38","Invalid","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","Yes","Yes","Yes","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","I use a wireless device during attendance at MDT's. Using this device and accessing the laboratory LIMS, I was able, only recently, to prevent a delay to starting a critical drug by providing a pharmacogenetic result of which the clinical team was unaware.","I want to be able to do this","I don't need to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't know","","M13 9WL","Wi-Fi is a critical component of future healthcare. 1. There are increasing numbers of wi-fi enabled point of care devices, and it will enghance patient safety when all POCT devices are able to communicate with lab systems/HIS without the need for cables. 2. It is hugely helpful for patients for staff to have access to real-time information on test ordering and test results, with clickable links to enable better interpretation. 3. We can't fully exploit useful ways to use data from different systems (e.g. pharmacy and lab for theraputic drug monitoring)near the patient for maximum impact","392.62","","","","","","","","","","",""
